area name,is territory,area FIPS code,reference law,legal commtiment name,date enacted,rps commitment,rps year,ces commitment,ces year,initial rps commitment,initial ces commitment,commitment aggregated,commitment stated as a percentage,commitment utility types verbatim,utility types included,utility types not included,voluntary (% of commitment),year in consideration,start year,row index,has commitment entered law as of year in consideration,intermediate calculation 1: range of state commitments,intermediate calculation 2: range of commitments in law as of year in consideration,intermediate calculation 3: is commitment most recent legal commitment as of date,START RESULTS DO NOT DELETE,"derived rps commitment, 2020 (% of total state sales)","derived ces commitment, 2020 (% of total state sales)","derived carbon emitting, 2020 (% of total state sales)","derived voluntary, 2020 (% of total state sales)","derived expired, 2020 (% of total state sales)","derived doublecounted, 2020 (% of total state sales)","derived excluded sales discount, 2020 (% of total state sales)","derived binding commitment, 2020 (% of total state sales)",derived nonbinding commitment 2020 (% of total state sales),"total nominal commitment, 2020",END RESULTS DO NOT DELETE,derived rps commitment,derived ces commitment,derived carbon emitting,derived voluntary,derived expired,derived doublecounted,derived excluded sales discount,derived binding commitment,derived nonbinding commitment,total nominal commitment,derived binding commitment,initial binding RPS commitment,initial binding CES commitment,initial carbon,initial voluntary,initial doublecounted,initial excluded,initial to final commitment ratio,credit mutiplier description,maximum credit value of 1 MWh of electricity (MWh),"double counted sales from historical generation, data from EIA (% of total state sales)",derived class 1 classification,class 1 commitment,class 1 commitment target year,class 1 non retroactive,class 1 commitment sustained past target date,class 1 not expired,class 1 expired (% of total state sales),class 1 mandatory (% of class),class 1 voluntary (% of total state sales),class 1 credit bonus multiplier,class 1 doublecounted (% of total state sales),class 1 excluded sales discount (% of total state sales),class 1 binding commitment (% of total state sales),class 1 carbon emitting (% of total state sales),class 1 voluntary as of date enacted (% of total state sales),class 1 doublecounted as of date enacted (% of total state sales),class 1 excluded sales discount as of date enacted (% of total state sales),class 1 binding commitment as of date enacted (% of total state sales),class 1 carbon emitting as of date enacted,derived class 2 classification,class 2 commitment,class 2 commitment target year,class 2 non retroactive,class 2 commitment sustained past target date,class 2 not expired,class 2 expired (% of total state sales),class 2 mandatory (% of class),class 2 voluntary (% of total state sales),class 2 credit bonus multiplier,class 2 doublecounted (% of total state sales),class 2 excluded sales discount (% of total state sales),class 2 binding (% of total state sales),class 2 carbon emitting (% of total state sales),class 2 voluntary as of date enacted (% of total state sales),class 2 doublecounted as of date enacted (% of total state sales),class 2 excluded sales discount as of date enacted (% of total state sales),class 2 binding commitment as of date enacted (% of total state sales),class 2 carbon emitting as of date enacted,derived class 3 classification,class 3 commitment,class 3 commitment target year,class 3 non retroactive,class 3 commitment sustained past target date,class 3 not expired,class 3 expired (% of total state sales),class 3 mandatory (% of class),class 3 voluntary (% of total state sales),class 3 credit bonus multiplier,class 3 doublecounted (% of total state sales),class 3 excluded sales discount (% of total state sales),class 3 binding (% of total state sales),class 3 carbon emitting (% of total state sales),class 3 voluntary as of date enacted (% of total state sales),class 3 doublecounted as of date enacted (% of total state sales),class 3 excluded sales discount as of date enacted (% of total state sales),class 3 binding commitment as of date enacted (% of total state sales),class 3 carbon emitting as of date enacted,derived class 4 classification,class 4 commitment,class 4 commitment target year,class 4 non retroactive,class 4 commitment sustained past target date,class 4 not expired,class 4 expired (% of total state sales),class 4 mandatory (% of class),class 4 voluntary (% of total state sales),class 4 credit bonus multiplier,class 4 doublecounted (% of total state sales),class 4 excluded sales discount (% of total state sales),class 4 binding (% of total state sales),class 4 carbon emitting (% of total state sales),class 4 voluntary as of date enacted (% of total state sales),class 4 doublecounted as of date enacted (% of total state sales),class 4 excluded sales discount as of date enacted (% of total state sales),class 4 binding commitment as of date enacted (% of total state sales),class 4 carbon emitting as of date enacted,START TECH DO NOT DELETE,biogas,biomass,liquid biofuel,res fuel cells,fuel cells,hydroelectric,small falling water,small hydro,solar,solar small,ocean tidal wave thermal,wind,wind small,geothermal geoelectric,nuclear,landfill gas,demand reduction,energy efficiency,chp,res chp,msw,anaerobic digestion,coal mine methane,tire derived,advanced coal,coal mine waste,coal gasification,natural gas,dist generation,recycled energy,carbon free,carbon neutral,non ff nuclear carbon free,partial carbon capture,industrial cogeneration,near zero carbon,new technology,END TECH DO NOT DELETE,"excluded renewable generation, data taken from EIA (MWh)","total sales targeted by commitment, data taken from EIA (MWh)","total state sales, data taken from EIA (MWh)",qualifying porportion of sales,year of sales data,"state summer generation capacity 2018, data taken from EIA (MW)",commitment year,binding rps date,binding ces date,"net state generation for nominal RPS as of commitment date enacted, data taken from EIA database (MWh)","net state generation for nominal CES as of commitment date enacted, data taken from EIA database (MWh)","net state generation for binding RPS as of commitment date enacted, data taken from EIA database (MWh)","net state generation for binding CES as of commitment date enacted, data taken from EIA database (MWh)","TOTAL net state electricity generation as of commitment date enacted, data taken from EIA database (MWh)","net state generation for nominal RPS as of commitment date enacted, data taken from EIA database (%)","net state generation for nominal CES as of commitment date enacted, data taken from EIA database (%)","net state generation for binding RPS as of commitment date enacted, data taken from EIA database (%)","net state generation for binding CES as of commitment date enacted, data taken from EIA database (%)",reference law url,additional notes
Arizona,0,04,AAC R14-2-1801 et seq.,Renewable Energy Standard and Tariff,11/14/2006,15.00%,2025,,,1.25%,,0,1,A public service corporation serving retail electric load in Arizona.,"BTM, Community Choice Aggregator, Co-Op, IOU, Municipal, Political Subdivision, Retail Power Marketer, State",Federal,0.00%,2020,2006,2,TRUE,#N/A,#N/A,FALSE,START RESULTS DO NOT DELETE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END RESULTS DO NOT DELETE,12.00%,0%,0.00%,0.00%,0.00%,3.00%,0.00%,12%,3%,15%,80.0%,1.00%,0.00%,0.00%,0.00%,0.00%,0.25%,8%,"2.0 credit for each 3,415 BTU generated by a distributed heating system, For Solar: Any credit only available for installations before 2005: 1.5 for 1999 or prior, decreasing by 0.1 until 2003 (last year). 1.5 for in-state solar and additional 1.5 for local installation and manufacture. No more than 3.0 credits for any source. Utilities can recieve up to 2.0 credit for buying distributed solar based on similar conditions. ",1.25,0.00%,RPS,4.50%,2025,0,1,1,0.00%,100%,0.00%,0.80,0.90%,0.00%,0.00%,0.00%,0.00%,0.90%,0.00%,3.60%,0.00%,RPS,10.50%,2025,1,1,1,0.00%,100%,0.00%,0.80,2.10%,0.00%,8.40%,0.00%,0.00%,2.10%,0.00%,8.40%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,START TECH DO NOT DELETE,12,12,#N/A,12,#N/A,2,2,2,2,1,#N/A,2,1,12,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END TECH DO NOT DELETE,12482661,"77,370,869","77,370,869",1.00000000,2018,"28,672",2006,2025,2025,6995023,#N/A,6995023,6995023,,,,,,https://apps.azsos.gov/public_services/Title_14/14-02.pdf,
Arizona,0,04,AAC R14-2-1618,Environmental Portfolio Standard,1/1/2001,1.10%,2006,,,0.20%,,0,1,"following public service corporations providing electric service:

Tucson Electric Power Company, Arizona Public Service Company, Citizens Utilities Company, Arizona Electric Power Cooperative, Trico Electric Cooperative, Duncan Valley Electric Cooperative, Graham County Electric Cooperative, Mohave Electric Cooperative, Sulphur Springs Valley Electric Cooperative, Navopache Electric Cooperative, Ajo Improvement Company, and Morenci Water and Electric Company.","BTM, Community Choice Aggregator, Co-Op, IOU, Municipal, Political Subdivision, Retail Power Marketer, State",Federal,0.00%,2020,2001,3,TRUE,#N/A,#N/A,FALSE,START RESULTS DO NOT DELETE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END RESULTS DO NOT DELETE,0.55%,0%,0.00%,0.00%,0.00%,0.550000%,0.00%,1%,1%,1%,50.0%,0%,0.00%,0.00%,0.00%,0.00%,0.10%,18%,"For Solar: 1.5 for 1999 or prior, decreasing by 0.1 until 2003 (last year). 1.5 for in-state solar and additional 1.5 for local installation and manufacture. Distributed generation bonus maximized at 1.5.",2,0.00%,RPS,0.50%,2007,1,0,0,0.50%,100%,0.00%,0.50,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.00%,0.25%,0.00%,RPS,0.60%,2007,1,0,0,0.60%,100%,0.00%,0.50,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%,0.00%,0.30%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,START TECH DO NOT DELETE,2,2,#N/A,2,#N/A,2,2,2,12,#N/A,#N/A,2,#N/A,2,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END TECH DO NOT DELETE,12482661,"77,193,206","77,193,206",1.00000000,2007,"28,672",2001,2007,2006,7939296,#N/A,7939296,7939296,,,,,,https://casetext.com/regulation/arizona-administrative-code/title-14-public-service-corporations-corporations-and-associations-securities-regulation/chapter-02-corporation-commission-fixed-utilities/article-16-retail-electric-competition,Goal sustained at 1.1% until 2012
California,0,06,CA SB X1 2,California Renewable Energy Resources Act,2/1/2011,33.00%,2020,,,20%,,0,1,"every corporation or person owning, controlling, operating, or managing any electric plant for compensation within this state, except where electricity is generated on or distributed by the producer through private property solely for its own use or the use of its tenants and not for sale or transmission to others","IOU, Municipal ","BTM, Community Choice Aggregator, Co-Op, Political Subdivision, Retail Power Marketer, State, Federal",0.00%,2020,2012,4,TRUE,#N/A,#N/A,FALSE,START RESULTS DO NOT DELETE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END RESULTS DO NOT DELETE,25.02%,0%,0.00%,0.00%,0.00%,0.00%,7.98%,25%,8%,33%,75.82244353%,15%,0.00%,0.00%,0.00%,0.00%,0.00%,61%,#N/A,#N/A,0.00%,RPS,33.00%,2020,0,1,1,0.00%,100%,0.00%,1.00,0.00%,7.98%,25.02%,0.00%,0.00%,0.00%,7.98%,25.02%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,START TECH DO NOT DELETE,1,1,#N/A,1,#N/A,1,1,1,1,#N/A,1,1,#N/A,1,#N/A,1,#N/A,#N/A,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END TECH DO NOT DELETE,#N/A,"228,192,686","300,956,650",0.75822444,2018,"75,926",2011,2020,2020,69779892,#N/A,69779892,69779892,200804842.5,35%,#N/A,35%,35%,http://www.leginfo.ca.gov/pub/11-12/bill/sen/sb_0001-0050/sbx1_2_bill_20110412_chaptered.html,
California,0,06,CA SB 1078,Renewables Portfolio Standard,9/12/2002,20.00%,2017,,,4%,,0,1,"every corporation or person owning, controlling, operating, or managing any electric plant for compensation within this state, except where electricity is generated on or distributed by the producer through private property solely for its own use or the use of its tenants and not for sale or transmission to others","IOU, Municipal ","BTM, Community Choice Aggregator, Co-Op, Political Subdivision, Retail Power Marketer, State, Federal",0.00%,2020,2003,5,TRUE,#N/A,#N/A,FALSE,START RESULTS DO NOT DELETE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END RESULTS DO NOT DELETE,15.76%,0%,0.00%,0.00%,0.00%,0.00%,4.24%,16%,4%,20%,78.8%,3%,0.00%,0.00%,0.00%,0.00%,0.00%,20%,#N/A,#N/A,0.00%,RPS,20.00%,2017,0,0,0,20.00%,100%,0.00%,1.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.24%,15.76%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,START TECH DO NOT DELETE,1,1,#N/A,1,#N/A,#N/A,1,1,1,#N/A,#N/A,1,#N/A,1,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END TECH DO NOT DELETE,#N/A,"229,092,504","290,805,706",0.78778545,2017,"75,926",2002,2017,2017,23406980,#N/A,23406980,23406980,184210031,13%,#N/A,13%,13%,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=200120020SB1078,
California,0,06,CA SB 107,Renewable Portfolio Standard,11/26/2006,20.00%,2010,,,15%,,0,1,"every corporation or person owning, controlling, operating, or managing any electric plant for compensation within this state, except where electricity is generated on or distributed by the producer through private property solely for its own use or the use of its tenants and not for sale or transmission to others","IOU, Municipal ","BTM, Community Choice Aggregator, Co-Op, Political Subdivision, Retail Power Marketer, State, Federal",0.00%,2020,2007,6,TRUE,#N/A,#N/A,FALSE,START RESULTS DO NOT DELETE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END RESULTS DO NOT DELETE,17.19%,0%,0.00%,0.00%,0.00%,0.00%,2.81%,17%,3%,20%,85.966986%,13%,0.00%,0.00%,0.00%,0.00%,0.00%,75%,#N/A,#N/A,0.00%,RPS,20.00%,2010,0,0,0,20.00%,100%,0.00%,1.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.81%,17.19%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,START TECH DO NOT DELETE,1,1,#N/A,1,#N/A,#N/A,1,1,1,#N/A,1,1,#N/A,1,#N/A,1,#N/A,#N/A,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END TECH DO NOT DELETE,#N/A,"236,010,018","274,535,644",0.85966986,2010,"75,926",2006,2010,2010,24011532,#N/A,24011532,24011532,216798688,11%,#N/A,11%,11%,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=200520060SB107,Initially introduced by utilities then  adopted. Makes provisions for demand reduction and peak shaving.
California,0,06,CA SB 350,Clean Energy and Pollution Reduction Act,10/7/2015,50.00%,2030,,,15%,,0,1,"""retail sellers and local publicly owned electric utilities""","BTM, Community Choice Aggregator, Co-Op, IOU, Municipal, Political Subdivision, Retail Power Marketer, State",Federal,0.00%,2020,2016,7,TRUE,#N/A,#N/A,FALSE,START RESULTS DO NOT DELETE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END RESULTS DO NOT DELETE,50.00%,0%,0.00%,0.00%,0.00%,0.00%,0.00%,50%,0%,50%,100.0%,15%,0.00%,0.00%,0.00%,0.00%,0.00%,30%,#N/A,#N/A,0.00%,RPS,50.00%,2030,0,1,1,0.00%,100%,0.00%,1.00,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,START TECH DO NOT DELETE,1,1,#N/A,1,#N/A,1,1,1,1,#N/A,1,1,#N/A,1,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END TECH DO NOT DELETE,#N/A,"300,956,650","300,956,650",1.00000000,2018,"75,926",2015,2030,2030,77708855,#N/A,77708855,77708855,"196,703,858",40%,#N/A,40%,40%,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201520160SB350,
California,0,06,CA SB 100,Clean Energy Standard,9/10/2018,60.00%,2030,100%,2045,20%,,0,1,"""retail sellers and local publicly owned electric utilities""","BTM, Community Choice Aggregator, Co-Op, IOU, Municipal, Political Subdivision, Retail Power Marketer, State",Federal,0.00%,2020,2019,8,TRUE,#N/A,#N/A,FALSE,START RESULTS DO NOT DELETE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END RESULTS DO NOT DELETE,60.00%,40%,0.00%,0.00%,0.00%,0.00%,0.00%,100%,0%,100%,100.0%,20%,8.00%,0.00%,0.00%,0.00%,0.00%,20%,#N/A,#N/A,0.00%,RPS,60.00%,2030,1,1,1,0.00%,100%,0.00%,1.00,0.00%,0.00%,60.00%,0.00%,0.00%,0.00%,0.00%,60.00%,0.00%,CES,40.00%,2045,0,0,1,0.00%,100%,0.00%,1.00,0.00%,0.00%,40.00%,0.00%,0.00%,0.00%,0.00%,40.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,START TECH DO NOT DELETE,1,1,#N/A,1,#N/A,1,1,1,1,#N/A,1,1,#N/A,1,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,END TECH DO NOT DELETE,#N/A,"300,956,650","300,956,650",1.00000000,2018,"75,926",2018,2030,2045,84963056,"103,176,575",84963056,"103,176,575",195465638,43%,53%,43%,53%,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB100,
Colorado,0,08,CRS 40-2-124,Renewable Energy Standard,11/1/2004,22.04%,2020,,,0%,,1,1," Each provider of retail electric service in the state of Colorado, other than municipally owned utilities that serve forty thousand customers or fewer, is a qualifying retail utility.","IOU, Co-Op","BTM, Community Choice Aggregator, Municipal, Political Subdivision, Retail Power Marketer, State, Federal",0.00%,2020,2005,9,TRUE,#N/A,#N/A,FALSE,START RESULTS DO NOT DELETE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END RESULTS DO NOT DELETE,0.00%,0%,11.068458%,0.00%,0.00%,10.469225%,0.49791529%,0%,22%,22.04%,0.0%,0%,0.00%,0.00%,0.00%,0.00%,0.00%,0%,"1.25x for RES generation prior to 2015, 1.5x for community based project, 3x for solar in a muni or coop prior to 2015, 2x for muni/coop projects prior to 2014 of 30 MW or less. A single generator can only claim one source of extra credits",1.5,3.12%,CO2,22.04%,2020,1,1,1,0.00%,100%,0.00%,0.67,7.35%,0.50%,0.00%,14.19%,0.00%,7.35%,0.50%,0.00%,14.19%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,START TECH DO NOT DELETE,1,1,#N/A,#N/A,#N/A,#N/A,1,1,1,#N/A,#N/A,1,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END TECH DO NOT DELETE,1630606,"53,867,274","55,757,101",0.96610607,2018,"16,590",2004,2020,2020,9517186.73,#N/A,9517186.73,#N/A,53847385.91,18%,#N/A,18%,#N/A,https://advance.lexis.com/container?config=0345494EJAA5ZjE0MDIyYy1kNzZkLTRkNzktYTkxMS04YmJhNjBlNWUwYzYKAFBvZENhdGFsb2e4CaPI4cak6laXLCWyLBO9&crid=42aa74a2-41e6-4dac-87f9-e8661755df60,"while the nominal percentage here is calculated as 22% based on the various requirements for different size utilities, Colorado boasted a 30% standard, the highest requirement for its utilities. "
Colorado,0,08,CO SB 236,Clean Energy Standard,5/30/2019,,2050,100%,2050,22%,,0,1,"Each provider of retail electric service in the state of Colorado, other than municipally owned utilities that serve forty thousand customers or fewer, is a qualifying retail utility","IOU serving 500,000 or more customers","BTM, Community Choice Aggregator, Co-Op, IOU serving less than 500,000 customers, Municipal, Political Subdivision, Retail Power Marketer, State, Federal",0.00%,2020,2020,10,TRUE,#N/A,#N/A,FALSE,START RESULTS DO NOT DELETE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END RESULTS DO NOT DELETE,0.00%,50%,0.00%,0.00%,0.00%,50.00%,0.16%,50%,50%,100%,49.8%,11%,10.97%,0.00%,0.00%,0.00%,11.00%,22%,"2x For utility owned distributed generation of 5MW or less, 1.2x for facilities after 2005 with an apprenticeship program",2,0.00%,CES,100.00%,2050,1,1,1,0.00%,100%,0.00%,0.50,50.00%,0.16%,49.84%,0.00%,0.00%,50.00%,0.16%,49.84%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,START TECH DO NOT DELETE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END TECH DO NOT DELETE,1630606,"55,583,091","55,757,101",0.99687914,2018,"16,590",2019,2050,2050,29195781,29195781,29195781,29195781,55386279,53%,53%,53%,53%,https://leg.colorado.gov/sites/default/files/2019a_236_signed.pdf,"Clean Energy Resource defined as: ""ANY
ELECTRICITY-GENERATING TECHNOLOGY THAT GENERATES OR STORES
ELECTRICITY WITHOUT EMITTING CARBON DIOXIDE INTO THE ATMOSPHERE"" Target: ""SO LONG AS DOING SO
IS TECHNICALLY AND ECONOMICALLY FEASIBLE, IN THE PUBLIC INTEREST"""
Connecticut,0,09,CT SB-9,Renewables Portfolio Standard,5/24/2018,48.00%,2030,,,17%,,0,1,supplier of last resort service or back-up electric generation service,"BTM, Community Choice Aggregator, Co-Op, IOU, Municipal, Political Subdivision, Retail Power Marketer, State",Federal,0.00%,2020,2018,11,TRUE,#N/A,#N/A,FALSE,START RESULTS DO NOT DELETE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END RESULTS DO NOT DELETE,3.98%,44%,0.00%,0.00%,0.00%,0.00%,0.18%,48%,0%,48%,99.6%,17%,15.52%,0.00%,0.00%,0.00%,0.00%,35%,#N/A,#N/A,0.00%,CES,40.00%,2030,1,0,1,0.00%,100%,0.00%,1.00,0.00%,0.15%,39.85%,0.00%,0.00%,0.00%,0.15%,39.85%,0.00%,RPS,4.00%,2030,0,0,1,0.00%,100%,0.00%,1.00,0.00%,0.02%,3.98%,0.00%,0.00%,0.00%,0.02%,3.98%,0.00%,CES,4.00%,2030,0,0,1,0.00%,100%,0.00%,1.00,0.00%,0.02%,3.98%,0.00%,0.00%,0.00%,0.02%,3.98%,0.00%,,#N/A,#N/A,0,0,0,0.00%,100%,0.00%,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,START TECH DO NOT DELETE,1,1,#N/A,#N/A,1,#N/A,1,1,1,#N/A,1,1,1,1,#N/A,1,3,#N/A,#N/A,3,2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,END TECH DO NOT DELETE,#N/A,"43,268,323","43,433,951",0.99618667,2018,"9,833",2018,2030,2030,,,,,,,,,,https://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&which_year=2018&bill_num=9,
